no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income,total_assets,assets_to_loan
5,0,0,9600000,20700000,14,442,25800000,9800000,31800000,8200000,0,2.1562497753906484,75600000,3.6521737366099645
3,1,1,3300000,9800000,6,360,4500000,600000,11000000,4400000,0,2.96969606978907,20500000,2.0918365212411714
3,0,0,2800000,5900000,4,461,1600000,400000,8900000,2800000,0,2.1071421045921057,13700000,2.3220335047400837
2,1,0,7800000,22200000,10,735,9700000,4600000,23000000,6900000,1,2.846153481262374,44200000,1.9909909013067162
4,1,1,2500000,8400000,12,761,6300000,1300000,8400000,1600000,1,3.3599986560005375,17600000,2.0952378458050185
0,1,0,4400000,10600000,20,653,6800000,4600000,16800000,5400000,1,2.4090903615703723,33600000,3.169811021715941
0,0,0,7900000,30800000,4,726,5000000,14600000,23800000,5500000,1,3.898733683704597,48900000,1.5876622861148608
1,1,0,8900000,22600000,18,617,8400000,15500000,27900000,11700000,1,2.5393255573791507,63500000,2.809734388949806
0,1,0,5600000,13400000,2,460,3400000,4100000,14800000,4100000,0,2.392856715561301,26400000,1.9701491067052905
1,0,0,1400000,3300000,8,306,3200000,800000,2700000,800000,0,2.3571411734705903,7500000,2.2727265840222475
5,1,1,500000,1400000,4,471,500000,100000,1300000,300000,0,2.7999944000112,2200000,1.5714274489803937
1,1,1,5100000,15300000,4,628,6900000,3300000,17600000,2700000,1,2.999999411764821,30500000,1.9934639219958221
3,1,0,9800000,25600000,10,404,24400000,6700000,37000000,11500000,0,2.612244631403609,79600000,3.1093748785400437
2,1,1,8600000,21600000,16,804,15400000,300000,26800000,7100000,1,2.5116276149270216,49600000,2.2962961899862875
3,0,0,1600000,3900000,20,804,900000,2500000,3200000,800000,1,2.437498476563452,7400000,1.8974354109139973
1,0,1,2500000,6700000,2,502,3400000,2600000,9400000,1400000,0,2.679998928000429,16800000,2.507462312319058
0,1,0,9500000,22600000,6,861,24700000,13200000,29000000,5600000,1,2.3789471180055664,72500000,3.2079644598245816
2,0,1,3000000,7800000,14,555,6600000,2700000,9600000,1700000,1,2.5999991333336223,20600000,2.6410253024326535
0,0,0,5100000,13600000,18,351,1700000,3700000,14400000,7600000,0,2.6666661437909522,27400000,2.014705734212814
2,0,1,7600000,23600000,6,358,20200000,2900000,22100000,10900000,0,3.105262749307533,56100000,2.3771185433424344
5,1,0,8800000,18800000,14,836,17300000,10100000,32700000,5400000,1,2.1363633935950688,65500000,3.484042367870087
4,0,1,1100000,2900000,4,554,2800000,1000000,4100000,1600000,1,2.6363612396716003,9500000,3.2758609393582967
3,1,0,8700000,30500000,2,443,11800000,1800000,24600000,8100000,1,3.505746723477388,46300000,1.5180327371136808
5,0,0,6100000,23600000,4,725,17400000,5100000,15600000,4800000,1,3.8688518247783894,42900000,1.8177965331442147
2,0,1,1900000,7000000,14,818,4800000,3500000,4500000,2100000,1,3.684208587258638,14900000,2.1285711244898393
1,0,0,9900000,38700000,6,670,19400000,12600000,35800000,6500000,1,3.9090905142332812,74300000,1.9198965912171424
0,1,0,5800000,21100000,6,414,7900000,2400000,16000000,5600000,0,3.637930407253378,31900000,1.5118482695806508
2,0,1,9500000,37000000,8,887,21800000,18300000,19200000,11700000,1,3.894736432133007,71000000,1.918918867056247
3,1,1,7900000,26600000,12,409,17100000,1400000,22500000,8700000,0,3.3670881813812428,49700000,1.8684209823901887
1,0,1,1300000,4500000,14,679,2700000,2100000,3700000,1600000,1,3.461535798818616,10100000,2.244443945679123
4,1,1,700000,2600000,18,478,600000,600000,2100000,300000,0,3.7142804081708456,3600000,1.3846148520712107
3,1,0,600000,1200000,2,752,1100000,500000,2300000,700000,1,1.9999966666722222,4600000,3.833330138891551
0,1,0,9400000,33000000,4,616,15400000,5000000,25100000,7800000,1,3.510637924400221,53300000,1.6151514662075313
2,0,1,3800000,12500000,14,842,3700000,6700000,14600000,5300000,1,3.289472818559785,30300000,2.4239998060800154
3,1,1,7800000,26300000,20,840,1200000,11300000,24100000,5300000,1,3.3717944395135335,41900000,1.5931558329598543
3,1,1,7800000,27700000,6,430,2000000,8000000,26100000,5300000,0,3.551281595989539,41400000,1.494584783588997
4,0,0,2700000,7000000,4,351,1100000,2300000,8300000,2700000,0,2.5925916323734697,14400000,2.057142563265348
5,0,0,600000,2300000,4,347,0,0,1900000,200000,0,3.8333269444550924,2100000,0.9130430812856168
3,0,1,8000000,28800000,10,576,18800000,7500000,16300000,11900000,1,3.599999550000056,54500000,1.8923610454041304
0,0,1,4000000,11000000,8,799,4400000,6100000,14700000,4200000,1,2.749999312500172,29400000,2.6727270297520884
1,0,1,3300000,10800000,2,550,6000000,3800000,11000000,4700000,1,3.272726280992036,25500000,2.3611108924897324
2,1,0,5800000,13300000,4,878,8400000,5400000,18600000,4500000,1,2.2931030529132665,36900000,2.774435881621362
3,1,1,2400000,4800000,12,895,6800000,300000,7300000,3300000,1,1.9999991666670138,17700000,3.6874992317709934
4,0,0,7600000,29700000,6,603,3200000,2900000,27800000,11000000,1,3.907894222645497,44900000,1.511784460882678
2,0,1,2500000,6900000,12,325,5800000,1600000,6400000,3600000,0,2.759998896000442,17400000,2.5217387649653964
2,1,0,3300000,11800000,4,393,5700000,3700000,6800000,2600000,1,3.5757564921950022,18800000,1.5932202039643895
3,1,0,9800000,30300000,2,612,10700000,4600000,32100000,5600000,1,3.0918364192003653,53000000,1.749174859763206
0,1,1,1000000,3800000,8,553,2500000,1000000,2100000,1300000,1,3.7999962000038,6900000,1.815788995845001
0,0,1,2500000,8800000,14,389,7300000,1400000,8500000,3600000,0,3.5199985920005634,20800000,2.3636360950413526
0,1,0,1900000,6800000,4,782,100000,3400000,4900000,2400000,1,3.5789454847655344,10800000,1.5882350605536675
3,1,0,3100000,8500000,12,493,8700000,5100000,12000000,2000000,0,2.7419345993759356,27800000,3.2705878505190764
5,1,1,6000000,11900000,2,629,2500000,0,19200000,4200000,1,1.9833330027778329,25900000,2.1764704053386215
5,0,0,6500000,21600000,10,419,1600000,10900000,22300000,6600000,0,3.323076411834398,41400000,1.9166665779321028
2,0,1,5900000,15800000,2,444,14300000,4300000,20300000,5500000,0,2.6779656478024325,44400000,2.8101264044223795
5,0,1,6500000,15800000,16,301,9200000,9900000,17400000,7100000,0,2.430768856804791,43600000,2.759493496234589
0,1,1,3800000,11200000,20,479,1100000,6400000,12000000,5400000,0,2.947367645429567,24900000,2.223214087213028
3,0,1,3000000,11400000,10,424,1800000,4200000,10900000,1500000,0,3.7999987333337555,18400000,1.6140349461372854
0,1,0,4300000,16900000,18,469,200000,5800000,12000000,6200000,0,3.9302316441321756,24200000,1.4319525779909716
4,0,1,3500000,8300000,2,897,7900000,5500000,12600000,1800000,1,2.3714278938777444,27800000,3.349397186819616
3,0,0,300000,500000,2,477,700000,200000,800000,400000,0,1.6666611111296297,2100000,4.1999916000168
3,0,1,600000,1400000,16,509,600000,300000,2400000,900000,0,2.333329444450926,4200000,2.999997857144388
0,1,1,800000,1700000,4,752,2300000,1100000,3200000,400000,1,2.1249973437533205,7000000,4.117644636679626
0,0,1,5600000,19100000,14,875,16700000,4700000,15100000,7700000,1,3.410713676658272,44200000,2.3141360044954973
2,0,1,1800000,3600000,4,343,3400000,1100000,6200000,1500000,0,1.9999988888895062,12200000,3.3888879475311255
0,1,0,6800000,20800000,20,819,16500000,11900000,26700000,8000000,1,3.0588230795848412,63100000,3.0336537003051105
2,1,1,4200000,16800000,2,433,3300000,0,14100000,3700000,1,3.999999047619274,21100000,1.255952306193315
1,0,1,200000,400000,6,768,300000,100000,600000,0,1,1.9999900000499997,1000000,2.499993750015625
2,1,1,8500000,31800000,6,714,17000000,900000,26600000,5600000,1,3.741176030449879,50100000,1.575471648570074
2,0,1,2800000,10100000,16,531,2900000,2900000,7200000,4100000,0,3.6071415688780113,17100000,1.6930691393000852
0,1,1,3600000,8600000,6,529,3500000,3300000,11300000,5200000,0,2.3888882253088264,23300000,2.7093020105462777
1,0,0,6200000,19500000,20,448,3300000,7100000,22400000,8000000,0,3.1451607830385835,40800000,2.0923075850098676
1,1,0,2700000,10000000,2,584,6500000,2700000,7700000,3400000,1,3.7037023319620994,20300000,2.0299997970000203
1,1,0,6800000,22900000,4,501,3900000,9400000,17300000,4400000,1,3.367646563581388,35000000,1.528384212734314
2,0,0,6300000,24500000,18,848,10200000,3500000,18200000,8200000,1,3.8888882716050364,40100000,1.636734627072056
4,0,0,8800000,19100000,6,586,17600000,8800000,20600000,12400000,1,2.1704542988120115,59400000,3.109947481154582
1,1,0,5900000,13000000,2,386,16300000,5000000,12000000,3800000,0,2.2033894570526344,37100000,2.8538459343195437
5,0,1,9800000,37900000,18,301,6700000,4900000,34300000,6200000,0,3.8673465441483117,52100000,1.3746701484255897
2,1,0,3300000,8300000,6,653,4700000,3100000,8300000,4600000,1,2.51515075298462,20700000,2.4939756031354694
4,1,1,300000,500000,14,448,700000,100000,800000,100000,0,1.6666611111296297,1700000,3.3999932000136
1,0,1,4800000,11600000,16,696,1400000,9400000,11800000,6500000,1,2.416666163194549,29100000,2.508620473394787
1,1,0,7500000,28300000,16,707,9700000,1100000,16300000,6700000,1,3.7733328302222895,33800000,1.1943462475496025
2,0,0,8600000,21700000,4,429,5500000,10800000,30900000,6000000,0,2.523255520551684,53200000,2.4516127902482587
4,0,0,8900000,21100000,6,631,4200000,200000,25800000,6200000,1,2.370786250473455,36400000,1.7251184016531562
5,0,1,9600000,29600000,4,446,22900000,3500000,36600000,13200000,1,3.0833330121528113,76200000,2.574324237353911
0,1,1,7700000,18100000,18,705,6100000,5100000,23800000,6300000,1,2.350649045370254,41300000,2.281767829736584
3,0,1,7000000,15200000,2,709,10300000,12500000,20700000,4000000,1,2.171428261224534,47500000,3.124999794407908
4,0,1,7800000,19500000,14,739,1900000,9000000,20400000,4400000,1,2.4999996794872206,35700000,1.830769136883634
3,1,0,5100000,11000000,6,336,0,5800000,11600000,7500000,0,2.1568623221838585,24900000,2.2636361578512583
4,1,0,9400000,32600000,4,898,18200000,4000000,22000000,10200000,1,3.468084737437794,54400000,1.6687116052542452
4,0,1,600000,2100000,6,558,1300000,1000000,2200000,300000,1,3.4999941666763887,4800000,2.28571319727943
3,1,0,5100000,13300000,4,589,11200000,2700000,20200000,6100000,1,2.607842625913211,40200000,3.0225561637175815
2,1,1,3800000,14400000,2,301,2300000,1400000,7600000,2400000,0,3.7894726869808717,13700000,0.9513888228202206
2,0,1,5300000,21200000,14,516,2200000,5000000,20900000,7700000,0,3.999999245283161,35800000,1.6886791656283413
5,0,0,1100000,3600000,12,315,1300000,700000,3100000,1400000,0,3.2727242975233657,6500000,1.805555054012485
3,0,0,6400000,14400000,10,546,10600000,10000000,21200000,5100000,0,2.249999648437555,46900000,3.256944218267763
0,0,1,5100000,14500000,14,559,11000000,1100000,12300000,6000000,1,2.843136697424177,30400000,2.096551579548167
3,1,1,5300000,16900000,2,350,15800000,3100000,14300000,6800000,1,3.188678643645539,40000000,2.3668637652743336
1,1,0,6700000,18700000,8,583,9300000,4100000,17100000,6900000,1,2.791044359545618,37400000,1.999999893048134
2,0,0,4000000,9400000,8,874,4400000,3700000,10200000,4800000,1,2.349999412500147,23100000,2.4574465470801545
2,0,1,3900000,11600000,8,808,5800000,3100000,12900000,5000000,1,2.9743582117030227,26800000,2.3103446284185667
1,1,1,1600000,4900000,16,487,4300000,1100000,3900000,2000000,0,3.0624980859386963,11300000,2.3061219783424534
3,1,0,2700000,7800000,14,870,5400000,5300000,5700000,2100000,1,2.8888878189304372,18500000,2.3717945677186454
3,1,0,1400000,3800000,8,840,1700000,200000,5300000,1500000,1,2.7142837755115887,8700000,2.28947308171761
4,0,1,8000000,19200000,18,682,2500000,8900000,19000000,5300000,1,2.3999997000000377,35700000,1.859374903157557
3,1,1,8200000,28900000,10,668,23800000,4500000,28700000,10900000,1,3.5243898140988033,67900000,2.349480887561215
5,1,1,4800000,10300000,8,781,4800000,6800000,11100000,4300000,1,2.1458328862848153,27000000,2.6213589688001
4,1,0,8100000,19000000,6,375,4100000,14500000,19100000,11900000,0,2.3456787227557134,49600000,2.610526178393359
4,0,0,5900000,14900000,14,857,2600000,9500000,16000000,3500000,1,2.525423300775712,31600000,2.1208052267915956
5,1,1,8100000,32100000,6,823,18200000,1800000,24100000,6500000,1,3.9629624737083367,50600000,1.576323938432276
0,1,0,1400000,5000000,8,686,1800000,1900000,3200000,1500000,1,3.5714260204099855,8400000,1.6799996640000672
1,1,0,1600000,6300000,2,721,3000000,600000,5200000,900000,1,3.937497539064038,9700000,1.5396822952885245
4,1,0,4600000,9400000,18,545,800000,2400000,11500000,6300000,0,2.0434778166352574,21000000,2.234042315527413
1,0,0,2900000,8900000,6,523,900000,5600000,9700000,1800000,0,3.068964458977773,18000000,2.02247168286835
2,1,1,8600000,24900000,20,607,13600000,7600000,31800000,5400000,1,2.895348500540872,58400000,2.3453814319123922
4,0,0,3800000,14900000,20,428,6500000,3500000,12200000,2500000,0,3.9210515997232633,24700000,1.6577180095491268
0,0,0,8200000,20300000,4,666,13100000,10200000,25900000,7800000,1,2.475609454193969,57000000,2.807881635079722
3,1,0,3200000,10100000,20,704,3400000,4800000,9000000,3900000,1,3.1562490136721832,21100000,2.0891087040486434
0,0,1,8100000,23800000,10,794,5400000,15500000,20700000,8800000,1,2.9382712421887356,50400000,2.117646969846766
1,1,1,9800000,23300000,12,430,3200000,12600000,30500000,13900000,0,2.3775507778009413,60200000,2.5836908762364432
0,0,0,200000,500000,20,615,500000,200000,600000,200000,1,2.4999875000625,1500000,2.999994000012
0,0,0,6600000,14100000,20,360,6800000,5100000,25400000,7800000,0,2.1363633126722252,45100000,3.198581333433948
0,0,0,9100000,18300000,14,458,6100000,9200000,34100000,10000000,0,2.0109887900012318,59400000,3.245901461972598
2,0,0,5500000,20400000,12,887,8800000,9400000,12300000,3300000,1,3.7090902347108665,33800000,1.6568626638792812
4,0,0,7200000,27400000,8,735,14100000,14200000,19400000,9500000,1,3.805555027006246,57200000,2.087591164686454
1,0,0,2400000,5600000,16,379,3700000,600000,7200000,3400000,0,2.333332361111516,14900000,2.6607138105868193
4,1,0,9600000,25500000,20,544,4000000,11400000,23800000,11100000,0,2.6562497233073206,50300000,1.9725489422529827
1,1,1,5800000,16700000,12,721,1100000,9700000,17200000,7500000,1,2.8793098483948536,35500000,2.12574837570369
4,0,0,2300000,6000000,8,676,6000000,400000,4800000,2200000,1,2.6086945179589054,13400000,2.233332961111173
1,0,0,300000,1200000,4,342,800000,100000,1100000,200000,1,3.999986666711111,2200000,1.8333318055568286
0,0,0,9900000,27000000,16,566,3500000,17300000,36900000,11500000,1,2.7272724517906615,69200000,2.5629628680384124
2,0,0,3500000,14000000,2,355,8700000,1600000,11800000,2900000,1,3.9999988571431837,25000000,1.7857141581632745
2,1,0,4800000,18500000,20,605,5700000,5500000,14700000,5800000,1,3.854165863715445,31700000,1.7135134208911664
2,0,0,1600000,5200000,16,525,300000,2900000,5600000,1600000,0,3.2499979687512695,10400000,1.9999996153846893
5,1,1,800000,2500000,12,403,500000,0,3200000,800000,0,3.124996093754883,4500000,1.799999280000288
1,1,1,9000000,33500000,18,727,18800000,10500000,28100000,5300000,1,3.722221808642021,62700000,1.8716417351748735
1,1,0,8300000,28900000,12,529,18300000,3900000,32500000,5800000,0,3.481927291334061,60500000,2.0934255330994627
4,1,0,2800000,6100000,18,415,2200000,4200000,8400000,2000000,0,2.178570650510482,16800000,2.754097909164277
1,1,1,6400000,17300000,10,879,10000000,1100000,15400000,8200000,1,2.703124577636785,34700000,2.0057802308797554
2,0,1,6000000,12600000,16,649,4800000,5300000,23900000,5100000,1,2.099999650000058,39100000,3.103174356890924
0,1,0,2900000,9800000,16,395,5400000,4300000,8600000,2400000,0,3.379309179548559,20700000,2.112244682424012
0,1,0,6500000,24100000,20,488,3300000,6000000,22900000,9700000,0,3.707691737278194,41900000,1.7385891394776292
1,1,1,200000,400000,8,569,200000,200000,700000,300000,1,1.9999900000499997,1400000,3.499991250021875
1,0,0,8400000,24600000,14,817,1800000,13100000,31300000,8200000,1,2.928571079932014,54400000,2.21138202392756
1,1,1,6100000,17800000,20,706,16000000,10900000,16900000,4300000,1,2.918032308519294,48100000,2.7022470391996047
2,1,1,8000000,31200000,8,553,6800000,3500000,21000000,10300000,1,3.899999512500061,41600000,1.333333290598292
5,0,1,900000,1800000,14,464,2300000,300000,1800000,700000,0,1.999997777780247,5100000,2.8333317592601337
2,1,0,7300000,20000000,6,729,13100000,10700000,17900000,9100000,1,2.7397256520923765,50800000,2.5399998730000064
4,0,1,3700000,7400000,12,363,4800000,6800000,10500000,4400000,0,1.9999994594596056,26500000,3.5810805971512707
2,1,0,5200000,17200000,12,565,3500000,1300000,20000000,6300000,1,3.3076916715977553,31100000,1.8081394297593354
1,1,0,7200000,21000000,14,421,3500000,11600000,21800000,4600000,0,2.9166662615741306,41500000,1.9761903820861724
0,0,1,9400000,34200000,10,512,13100000,15600000,32600000,6300000,0,3.6382974852875014,67600000,1.9766081293389435
3,0,1,3400000,12400000,2,730,2500000,3900000,12200000,4600000,1,3.6470577508653674,23200000,1.8709675910510006
0,1,0,600000,2300000,8,627,1800000,500000,2200000,300000,1,3.8333269444550924,4800000,2.0869556143671244
0,0,1,3300000,10000000,16,434,3000000,4100000,12900000,4100000,0,3.030302112029663,24100000,2.409999759000024
2,1,1,5900000,14300000,2,410,11900000,4400000,16900000,4100000,0,2.423728402757898,37300000,2.6083914259866137
3,0,0,1300000,3600000,16,624,2400000,2300000,3300000,1900000,1,2.769228639054893,9900000,2.7499992361113232
4,1,1,5700000,16900000,4,656,13000000,7400000,22000000,8400000,1,2.9649117605417965,50800000,3.0059169818984035
2,0,0,7700000,27300000,16,758,7300000,4600000,24800000,9100000,1,3.545454085005963,45800000,1.677655616203091
4,0,1,7000000,23500000,18,336,15000000,9500000,19700000,7800000,0,3.357142377551089,52000000,2.212765863286559
5,1,0,8100000,21900000,18,378,5200000,3400000,16200000,9600000,0,2.703703369913164,34400000,1.5707761839828227
1,1,1,1900000,4200000,4,620,4700000,2800000,7500000,900000,1,2.2105251523551828,15900000,3.785713384353956
2,1,0,4500000,9100000,18,593,0,600000,12400000,2500000,1,2.022221772839606,15500000,1.7032965161212619
0,0,1,9600000,34000000,12,710,23800000,10300000,38100000,7800000,1,3.541666297743094,80000000,2.352941107266438
1,0,1,5400000,20700000,8,753,1900000,800000,19000000,3600000,1,3.8333326234569216,25300000,1.2222221631776733
1,0,1,7800000,27200000,16,454,16100000,3400000,17100000,11400000,0,3.4871790401052514,48000000,1.7647058174740509
1,1,1,8200000,19100000,8,619,17200000,12200000,31500000,6600000,1,2.329268008625853,67500000,3.5340312285847526
2,1,0,8900000,28500000,6,367,22200000,16600000,21500000,9300000,0,3.202246831208221,69600000,2.4421051774699936
1,1,0,1400000,3100000,20,384,200000,1200000,4200000,1800000,0,2.214284132654191,7400000,2.3870960041625793
2,1,0,1700000,5900000,16,610,3100000,300000,3700000,1300000,1,3.470586193772827,8400000,1.4237285722493946
0,1,0,5300000,19500000,12,802,9800000,3300000,15200000,3200000,1,3.6792445888217755,31500000,1.615384532544383
3,1,0,6500000,25200000,10,858,15400000,10900000,14000000,8100000,1,3.8769224804734645,48400000,1.9206348444192523
2,1,0,5900000,14000000,8,599,4700000,9500000,17800000,6700000,1,2.3728809537489908,38700000,2.7642855168367486
4,1,1,9800000,27000000,2,395,18700000,3000000,23000000,9700000,0,2.7551017596834937,54400000,2.0148147401920466
3,1,1,7700000,16200000,6,380,11500000,15100000,22500000,6400000,0,2.103895830662879,55500000,3.42592571444903
1,1,0,7900000,27100000,10,803,20000000,9800000,22200000,6600000,1,3.4303793126102136,58600000,2.1623615438242973
4,1,0,3500000,8900000,20,809,7100000,1500000,13700000,3200000,1,2.542856416326738,25500000,2.8651682173968296
4,0,0,2400000,6600000,2,722,6100000,3300000,5600000,3000000,1,2.7499988541671443,18000000,2.7272723140496495
5,1,0,9900000,35700000,10,392,7900000,4300000,39200000,13000000,0,3.606060241812097,64400000,1.8039215180974364
0,1,0,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0,3.717947764628778,22600000,1.5586205821640977
2,0,1,7300000,28500000,10,799,21500000,3100000,15800000,4300000,1,3.9041090542316366,44700000,1.5684209975992633
0,1,1,6400000,21900000,12,727,15400000,10100000,24000000,5300000,1,3.421874465332115,54800000,2.5022829907633337
4,1,0,7100000,19800000,18,530,7100000,3400000,20900000,7100000,0,2.788732001587042,38500000,1.9444443462401846
2,0,0,8800000,19000000,14,637,13700000,13900000,27100000,6100000,1,2.1590906637396974,60800000,3.1999998315789564
5,1,0,7400000,21000000,4,561,21300000,3800000,26400000,3900000,1,2.83783745434629,55400000,2.638095112471661
2,0,0,4400000,12000000,20,421,9300000,2700000,15700000,3400000,0,2.7272721074381576,31100000,2.591666450694462
3,1,1,8600000,30300000,14,459,12000000,4100000,23800000,9100000,0,3.5232554042726276,49000000,1.6171616627999452
3,0,0,6900000,26000000,14,828,14800000,4200000,18500000,3600000,1,3.768115395925305,41100000,1.5807691699704165
4,1,0,9600000,27500000,20,679,23400000,7500000,37800000,6300000,1,2.864583034939267,75000000,2.7272726280991773
2,1,1,8100000,25700000,8,455,22300000,11500000,19800000,9500000,0,3.1728391144643067,63100000,2.4552528227528083
0,0,0,2600000,9400000,18,879,2800000,1400000,5100000,2300000,1,3.615383224852606,11600000,1.2340424219103807
3,1,1,9300000,26100000,14,636,4700000,16100000,34500000,11600000,1,2.8064513111342677,66900000,2.5632182925970004
2,0,1,2100000,5600000,16,426,400000,300000,7100000,1200000,0,2.6666653968260015,9000000,1.6071425701531126
4,0,1,9000000,21500000,14,508,16600000,17300000,24300000,13100000,0,2.3888886234568196,71300000,3.316278915521911
3,0,1,7000000,19200000,4,768,8600000,13700000,19200000,7700000,1,2.7428567510204642,49200000,2.562499866536465
3,0,0,2200000,6400000,20,667,6300000,3900000,8300000,2900000,1,2.9090895867774607,21400000,3.343749477539144
5,1,1,7500000,28200000,2,440,8200000,5800000,24400000,6000000,1,3.7599994986667333,44400000,1.5744680292741833
1,1,1,8300000,16800000,2,366,22000000,6600000,27300000,4500000,0,2.0240961416751637,60400000,3.5952378812358403
2,0,0,300000,600000,2,383,600000,300000,1100000,400000,0,1.9999933333555555,2400000,3.9999933333444444
0,0,1,300000,800000,4,603,800000,200000,600000,200000,1,2.666657777807407,1800000,2.2499971875035154
3,1,0,3900000,14900000,4,728,4700000,4000000,14900000,5500000,1,3.8205118408943997,29100000,1.9530200031530198
0,0,0,6600000,20300000,6,549,10800000,900000,23100000,9800000,0,3.0757571097337713,44600000,2.19704422674659
0,1,0,4100000,10700000,8,855,11500000,700000,11200000,3100000,1,2.6097554610352534,26500000,2.4766352825574502
5,1,1,1800000,5300000,12,461,2800000,2000000,4700000,2000000,0,2.944442808642884,11500000,2.1698109113564317
3,0,1,7000000,16100000,16,379,2000000,5200000,23000000,10000000,0,2.299999671428618,40200000,2.4968942548512887
2,0,1,5100000,13700000,6,559,7800000,9800000,12700000,5100000,1,2.6862739830835327,35400000,2.5839414172305535
1,0,1,300000,600000,8,816,600000,300000,1100000,200000,1,1.9999933333555555,2200000,3.6666605555657408
4,0,1,4300000,11400000,2,560,10000000,3900000,8900000,3300000,1,2.6511621741483316,26100000,2.289473483379519
0,1,1,3200000,12000000,14,645,5200000,1400000,12100000,3400000,1,3.7499988281253662,22100000,1.8416665131944572
4,0,1,4200000,11500000,6,551,10600000,7600000,11300000,5000000,1,2.7380945861679558,34500000,2.9999997391304576
0,0,1,9600000,22900000,8,515,4300000,14700000,33300000,7800000,0,2.3854164181857898,60100000,2.6244540338666362
4,1,0,1300000,3600000,10,657,3200000,1900000,2900000,1100000,1,2.769228639054893,9100000,2.527777075617479
3,0,0,2400000,9300000,2,682,3100000,4400000,5200000,1500000,1,3.8749983854173395,14200000,1.526881556249295
0,1,0,600000,1600000,10,588,1600000,100000,1100000,300000,1,2.6666622222296295,3100000,1.937498789063257
5,1,1,9600000,38000000,10,359,2100000,13600000,38200000,9400000,0,3.9583329210069875,63300000,1.6657894298476466
0,1,0,400000,1200000,4,766,900000,300000,1200000,300000,1,2.99999250001875,2700000,2.2499981250015626
4,1,0,5900000,19900000,14,469,14200000,6800000,22100000,3200000,0,3.3728807842574944,46300000,2.326633048912912
0,1,1,700000,1400000,10,618,1300000,200000,1700000,500000,1,1.9999971428612244,3700000,2.642855255103389
0,0,1,8600000,17700000,20,711,22000000,0,30800000,7400000,1,2.0581392955651983,60200000,3.4011297513486016
0,1,1,9000000,34000000,4,549,2000000,8900000,20000000,12400000,1,3.777777358024738,43300000,1.2735293743079596
3,1,1,5100000,20400000,6,754,1700000,2600000,11800000,7600000,1,3.999999215686428,23700000,1.1617646489331055
4,0,1,500000,1500000,6,461,1300000,500000,1700000,200000,0,2.999994000012,3700000,2.4666650222233186
2,1,0,1600000,3800000,10,837,3800000,1100000,5500000,1600000,1,2.374998515625928,12000000,3.157893905817393
0,1,1,9800000,23900000,14,459,1000000,13400000,21100000,7200000,0,2.438775261349463,42700000,1.7866108039074977
4,1,0,7800000,29700000,20,614,22000000,700000,26800000,6300000,1,3.80769181952669,55800000,1.8787878155290298
4,0,0,6500000,24000000,16,373,5600000,5100000,15600000,6700000,0,3.6923071242604424,33000000,1.3749999427083357
5,1,1,7500000,26500000,12,512,16500000,2900000,23700000,6000000,0,3.533332862222285,49100000,1.8528301187611276
4,1,1,8900000,23400000,18,781,16500000,3100000,24900000,5800000,1,2.629213187728855,50300000,2.1495725577105746
4,1,1,1800000,5800000,14,305,600000,3300000,3600000,2000000,0,3.22222043209976,9500000,1.6379307520809048
1,0,1,7600000,27800000,6,447,1300000,700000,20100000,10900000,0,3.6578942555402296,33000000,1.1870503170125786
4,1,1,1200000,4600000,6,757,1900000,200000,4800000,1500000,1,3.833330138891551,8400000,1.8260865595464002
5,1,1,2700000,10400000,2,723,2800000,700000,10300000,1400000,1,3.8518504252405834,15200000,1.4615383210059307
1,0,1,4600000,10900000,12,463,1200000,1200000,10900000,6600000,0,2.369564702268543,19900000,1.825687905900192
2,0,0,6900000,18700000,10,699,12800000,5700000,21200000,5200000,1,2.7101445347616617,44900000,2.401069390317145
4,1,1,8400000,25200000,2,308,8100000,9300000,27700000,10500000,1,2.9999996428571856,55600000,2.20634911879567
0,1,0,300000,500000,18,702,300000,400000,1200000,100000,1,1.6666611111296297,2000000,3.999992000016
2,0,1,9500000,37500000,4,456,10200000,16800000,34100000,12900000,1,3.94736800554021,74000000,1.9733332807111126
3,1,1,1900000,5900000,8,651,700000,2100000,6200000,1500000,1,3.1052615235465666,10500000,1.7796607153117432
3,0,0,4200000,14500000,20,840,4500000,5900000,8900000,4600000,1,3.4523801303856834,23900000,1.6482757483947759
4,1,1,2200000,7900000,18,848,5100000,1700000,8500000,1600000,1,3.5909074586784278,16900000,2.139240235539211
5,1,1,7100000,19700000,4,727,7700000,12900000,23600000,5800000,1,2.7746474965285217,50000000,2.5380709371537598
4,1,0,3500000,11600000,10,335,6300000,5200000,10300000,2300000,0,3.314284767347209,24100000,2.077586027794308
5,0,0,400000,800000,18,304,900000,500000,1400000,400000,0,1.9999950000125,3200000,3.99999500000625
2,1,1,8800000,34400000,2,712,10500000,12500000,29300000,5900000,1,3.9090904648760834,58200000,1.6918604159342903
0,0,0,1800000,6600000,10,737,5000000,2000000,6000000,1500000,1,3.6666646296307612,14500000,2.1969693640955508
1,1,1,7600000,29300000,14,690,13900000,4000000,30000000,9100000,1,3.8552626506233354,57000000,1.9453924250719308
